"","Country","year_id","Region","sum_increment","DALY.ave","ICER"
"101","Bolivia",2027,"Latin America and Caribbean",19381566.0248755,99177.7087365811,195.42260324196
"102","Bolivia",2028,"Latin America and Caribbean",24072267.872607,106802.426630005,225.390645439176
"103","Bolivia",2029,"Latin America and Caribbean",29050397.2894207,114414.12941595,253.905679636896
"104","Bolivia",2030,"Latin America and Caribbean",34328100.8009064,122015.396870582,281.342368925106
"105","Bosnia and Herzegovina",2023,"Central and Eastern Europe",7261128.24146723,0,Inf
"106","Bosnia and Herzegovina",2024,"Central and Eastern Europe",15285530.5711838,28921.4200124962,528.519366081588
"107","Bosnia and Herzegovina",2025,"Central and Eastern Europe",23681403.3797879,36534.132284185,648.199420628888
"108","Bosnia and Herzegovina",2026,"Central and Eastern Europe",32571143.760288,43501.6278289128,748.733906887043
"109","Bosnia and Herzegovina",2027,"Central and Eastern Europe",41861313.0088316,49958.4213130384,837.923054984653
"110","Bosnia and Herzegovina",2028,"Central and Eastern Europe",51531517.6620412,55942.8095055215,921.146401432611
"111","Bosnia and Herzegovina",2029,"Central and Eastern Europe",61528775.9233358,60893.1009961688,1010.43919453547
"112","Bosnia and Herzegovina",2030,"Central and Eastern Europe",71784318.6600948,64739.1028076042,1108.82473724463
"113","Botswana",2023,"Sub-Saharan Africa",358.970836051825,0,Inf
"114","Botswana",2024,"Sub-Saharan Africa",755.305604253424,4123.07481881274,0.183189885569653
"115","Botswana",2025,"Sub-Saharan Africa",1183.81057890785,4110.80255286634,0.287975538519215
"116","Botswana",2026,"Sub-Saharan Africa",1643.40996969276,4091.31171870238,0.401682903353547
"117","Botswana",2027,"Sub-Saharan Africa",2134.71772532764,4077.57028834934,0.523526898218548
"118","Botswana",2028,"Sub-Saharan Africa",2658.4994291937,4070.43141029811,0.653124733282017
"119","Botswana",2029,"Sub-Saharan Africa",3216.63340663695,4070.7496777164,0.790182069962458
"120","Botswana",2030,"Sub-Saharan Africa",3811.14202362867,4064.24724929709,0.937723959655211
"121","Brazil",2023,"Latin America and Caribbean",61211.2656216619,0,Inf
"122","Brazil",2024,"Latin America and Caribbean",126814.960899341,733756.058689585,0.17282986545395
"123","Brazil",2025,"Latin America and Caribbean",195429.514523691,740699.938314865,0.263844378019397
"124","Brazil",2026,"Latin America and Caribbean",266839.803837032,746468.4144847,0.357469651306326
"125","Brazil",2027,"Latin America and Caribbean",340900.269217027,752083.339103222,0.45327459271138
"126","Brazil",2028,"Latin America and Caribbean",417530.199833422,757597.546972198,0.551124012349454
"127","Brazil",2029,"Latin America and Caribbean",496741.465139871,763080.99214618,0.650968206851512
"128","Brazil",2030,"Latin America and Caribbean",578539.829071641,764133.620477075,0.757118668212032
"129","Bulgaria",2023,"Central and Eastern Europe",64782415.6192216,0,Inf
"130","Bulgaria",2024,"Central and Eastern Europe",131540707.659558,42515.8946624789,3093.91837344175
"131","Bulgaria",2025,"Central and Eastern Europe",199783556.544881,75775.8936796972,2636.50544841294
